trstepF lambdaF nF trstepR lambdaR nR maxI(T;Y) correspondingI(X;T) maxI(T;Y) correspondingI(X;T) maxI(T;Y) correspondingI(X;T) maxI(T;Y) correspondingI(X;T) maxI(T;Y) correspondingI(X;T) maxI(T;Y) correspondingI(X;T)
100 0.1 5 100 0.0 5 0.99916 12.00000 0.99916 11.99902 0.99769 11.94739 0.98640 10.89681 0.98471 5.83889 0.91422 1.46814 
100 0.1 5 100 0.0 5 0.99916 12.00000 0.99916 11.99902 0.99788 11.54118 0.99867 9.60564 0.99445 3.04550 0.98749 1.88116 
100 0.1 5 100 0.0 5 0.99916 12.00000 0.99916 11.98468 0.99586 11.57045 0.99720 10.00993 0.99636 3.11951 0.98539 1.65281 
100 0.1 5 100 0.0 5 0.99916 11.99902 0.99916 11.99249 0.96985 10.84470 0.95627 8.95616 0.97109 4.89096 0.95165 2.11843 
100 0.01 5 100 0.0 5 0.99916 11.99902 0.99916 11.95929 0.99592 11.72239 0.98805 9.70761 0.98698 3.13429 0.96303 1.69693 
100 0.01 5 100 0.0 5 0.99916 11.99902 0.99916 11.98321 0.99354 11.61688 0.98687 10.48307 0.98375 4.65944 0.95328 1.79755 
100 0.01 5 100 0.0 5 0.99916 11.99902 0.99916 11.98224 0.99769 11.87439 0.99418 9.56026 0.97770 3.05750 0.96250 1.49708 
100 0.01 5 100 0.0 5 0.99916 12.00000 0.99916 11.95513 0.98748 11.18005 0.99223 8.64139 0.98084 3.89443 0.95985 1.50094 
100 0.01 5 100 0.0 5 0.99916 12.00000 0.99916 11.99493 0.99848 11.92948 0.99567 11.14423 0.99055 4.70413 0.95204 2.06046 
100 0.0 5 100 0.0 5 0.99916 12.00000 0.99916 11.99103 0.99402 10.89253 0.99295 5.78466 0.97803 2.62213 0.96836 1.05963 
100 0.0 5 100 0.0 5 0.99916 11.99902 0.99916 11.98663 0.99916 11.53687 0.99916 7.59401 0.99704 2.32763 0.98650 1.30054 
100 0.0 5 100 0.0 5 0.99916 11.99902 0.99916 11.98761 0.99195 11.43854 0.98681 7.94376 0.98609 3.08063 0.97009 1.69828 
100 0.0 5 100 0.0 5 0.99916 11.99902 0.99916 11.99249 0.99818 11.88908 0.99544 10.41702 0.99334 3.52937 0.96453 1.86774 
100 0.0 5 100 0.001 5 0.99916 12.00000 0.99916 11.99658 0.96618 10.50011 0.96523 8.18320 0.97422 3.50476 0.95715 2.07064 
100 0.0 5 100 0.001 5 0.99916 11.99902 0.99916 11.99737 0.99769 11.57544 0.99576 9.57523 0.98233 2.70780 0.96519 1.34410 
100 0.0 5 100 0.001 5 0.99916 12.00000 0.99916 11.99902 0.99769 11.85159 0.99244 10.55252 0.97350 3.73139 0.95096 1.89429 
100 0.0 5 100 0.001 5 0.99916 12.00000 0.99916 11.99347 0.95509 10.76284 0.95609 9.46558 0.97002 5.20110 0.93812 2.38384 
100 0.0 5 100 0.001 5 0.99916 12.00000 0.99916 11.99396 0.99867 11.84360 0.99867 11.10418 0.99516 4.24000 0.95704 2.01249 
100 0.0 5 100 0.0001 5 0.99916 11.99902 0.99916 11.98517 0.99565 11.75881 0.98984 10.62003 0.98326 3.98406 0.96255 1.66212 
100 0.0 5 100 0.0001 5 0.99916 12.00000 0.99916 11.99658 0.99867 11.94714 0.98574 11.09418 0.96208 5.51065 0.93689 2.05458 
100 0.0 5 100 0.0001 5 0.99916 12.00000 0.99916 11.99591 0.99916 11.89872 0.99199 10.28283 0.99574 3.79893 0.96405 1.41676 
100 0.0 5 100 0.0001 5 0.99916 11.99902 0.99916 11.99005 0.99018 11.63837 0.97477 9.85827 0.97165 5.36144 0.94155 1.91116 
100 0.0 5 100 0.0001 5 0.99916 11.99756 0.99916 11.98956 0.99281 11.50531 0.97545 8.70693 0.98627 3.65920 0.97195 1.80058 
100 0.0 5 100 1e-05 5 0.99916 12.00000 0.99916 11.99591 0.99818 11.78115 0.98968 7.39550 0.97425 2.77554 0.95155 1.27499 
100 0.0 5 100 1e-05 5 0.99916 12.00000 0.99916 11.99902 0.99916 11.95355 0.98958 11.01925 0.95865 6.61844 0.89803 2.26583 
100 0.0 5 100 1e-05 5 0.99916 11.99902 0.99916 11.99591 0.99818 11.86452 0.98117 10.87431 0.97961 5.55151 0.90031 1.55265 
100 0.0 5 100 1e-05 5 0.99916 11.99737 0.99916 11.96222 0.99312 11.42501 0.99562 8.88985 0.99022 2.50247 0.97699 1.05676 
100 0.0 5 100 1e-05 5 0.99916 12.00000 0.99916 11.99444 0.99409 11.90562 0.97897 11.30397 0.95802 7.24833 0.90475 2.46234 
