trstepF lambdaF nF trstepR lambdaR nR maxI(T;Y) correspondingI(X;T) maxI(T;Y) correspondingI(X;T) maxI(T;Y) correspondingI(X;T) maxI(T;Y) correspondingI(X;T) maxI(T;Y) correspondingI(X;T) maxI(T;Y) correspondingI(X;T)
100 0.0 5 100 100.0 5 0.94685 11.80928 0.53335 9.93711 0.12979 4.21005 0.08028 1.50427 0.00796 0.14624 -0.00000 -0.00000 
100 0.0 5 100 100.0 5 0.99916 11.99951 0.60341 10.08825 0.59929 9.05545 0.75737 4.40905 0.65141 4.00601 0.74614 3.01379 
100 0.0 5 100 100.0 5 0.99867 11.96160 0.96238 11.90590 0.78251 6.35252 0.59898 3.29313 0.67673 1.56661 0.83247 2.46972 
100 0.0 5 100 100.0 5 0.99916 11.99054 0.99030 11.94844 0.74515 10.00184 0.73325 8.40909 0.44086 3.75940 0.85777 2.80287 
100 0.0 5 100 100.0 5 0.99916 12.00000 0.98219 11.92907 0.69277 5.50022 0.67475 2.88121 0.73757 1.38127 0.90763 2.08280 
100 0.0 5 100 100.0 5 0.99818 11.98468 0.70696 7.42952 0.93249 7.18838 0.91972 4.18696 0.86688 2.44835 0.92770 2.48905 
100 0.0 5 100 100.0 5 0.99351 11.94930 0.72005 6.45561 0.74511 2.92064 0.70392 3.48510 0.64548 1.14638 0.76338 2.32799 
100 0.0 5 100 100.0 5 0.99916 11.99707 0.99232 11.94158 0.78143 6.47908 0.80531 4.46363 0.80795 2.73133 0.82760 2.15544 
100 0.0 5 100 1000.0 5 0.99916 11.97836 0.59191 10.35877 0.56987 4.00949 0.68790 3.66518 0.72006 3.53937 0.84881 2.69469 
100 0.0 5 100 1000.0 5 0.99916 11.99951 0.78700 6.02933 0.77299 4.32561 0.81953 2.76563 0.82620 2.87169 0.84031 2.42463 
100 0.0 5 100 1000.0 5 0.99476 11.95960 0.95600 11.67346 0.75579 6.14219 0.82055 4.77651 0.71915 2.60751 0.86621 2.63365 
100 0.0 5 100 1000.0 5 0.99063 11.48938 0.52457 7.84316 0.67630 7.63065 0.74209 2.88428 0.72771 2.06747 0.74632 2.67112 
100 0.0 5 100 1000.0 5 0.99916 11.99103 0.97084 10.21574 0.91717 5.67556 0.92253 4.13428 0.89271 1.25217 0.90403 1.74452 
100 0.0 5 100 1000.0 5 0.96414 11.88643 0.49892 8.96127 0.01619 2.74629 0.00315 0.12306 0.00058 0.02257 0.00113 0.03491 
100 0.0 5 100 1000.0 5 0.99209 11.96032 0.84801 9.47795 0.80441 3.48768 0.83297 3.44385 0.78980 1.76157 0.80742 2.40939 
100 0.0 5 100 1000.0 5 0.99867 11.99902 0.93975 11.60401 0.78372 4.77705 0.84835 1.54133 0.81878 1.38146 0.90871 2.17080 
100 0.0 5 100 1000.0 5 0.96172 11.75916 0.78237 8.90305 0.75986 6.85136 0.72495 2.94573 0.75131 1.89069 0.75998 1.81619 
100 0.0 5 100 1000.0 5 0.99800 11.96019 0.79989 10.66502 0.71775 5.46999 0.69145 3.96759 0.60037 4.13527 0.74101 3.14630 
100 0.0 5 100 1000.0 5 0.99916 11.99951 0.90144 11.58355 0.74280 8.07807 0.89858 8.43752 0.70631 2.38077 0.77059 2.77828 
100 0.0 5 100 1000.0 5 0.99672 11.99182 0.29955 8.34594 0.07067 3.54690 0.02918 2.96841 0.00000 0.01117 -0.00000 -0.00000 
100 0.0 5 100 1000.0 5 0.99800 11.99347 0.83242 11.08503 0.53838 6.03614 0.76282 4.71369 0.84693 3.48844 0.85064 2.57907 
100 0.0 5 100 1000.0 5 0.99867 11.99658 0.95432 11.87065 0.58247 4.59280 0.86807 4.24225 0.85951 1.54325 0.87891 2.26374 
100 0.0 5 100 1000.0 5 0.99916 11.99805 0.89067 11.63898 0.81635 7.09554 0.85033 5.30810 0.93903 2.32166 0.92678 1.95470 
100 0.0 5 100 1000.0 5 0.99586 11.98254 0.97614 11.70550 0.85658 4.58502 0.87694 2.17187 0.88673 1.43532 0.93944 1.68359 
100 0.0 5 100 1000.0 5 0.99916 11.99884 0.92534 11.71536 0.49199 9.32680 0.83526 3.99024 0.87616 2.43990 0.86709 2.70198 
100 0.0 5 100 1000.0 5 0.99867 11.99561 0.17140 5.70355 0.05296 2.78583 0.03502 0.60095 0.00303 0.03091 0.00116 0.01357 
100 0.0 5 100 1000.0 5 0.99818 11.99219 0.88500 11.52246 0.74063 10.72060 0.69119 4.34864 0.52959 2.94142 0.73125 3.01489 
100 0.0 5 100 1000.0 5 0.99916 11.99786 0.76476 7.99680 0.62187 3.49732 0.73811 4.93438 0.62173 3.49057 0.74333 2.71723 
100 0.0 5 100 1e-08 5 0.99916 11.93814 0.99360 11.74942 0.98790 11.21187 0.92582 5.88606 0.92086 2.77789 0.90195 2.21863 
100 0.0 5 100 1e-08 5 0.99582 11.81896 0.93321 10.77827 0.82370 7.96955 0.88063 7.64814 0.83962 3.09631 0.81273 2.35487 
100 0.0 5 100 1e-08 5 0.99427 11.97845 0.99116 11.50227 0.86682 8.64769 0.83690 4.54358 0.84508 3.58064 0.93163 2.32505 
100 0.0 5 100 1e-08 5 0.99916 11.95542 0.88137 11.09761 0.70927 9.11930 0.85514 3.55696 0.85012 2.27717 0.84160 2.26974 
100 0.0 5 100 1e-08 5 0.99867 11.93666 0.98896 11.78783 0.98405 9.57614 0.94619 4.94649 0.90110 2.21756 0.93476 1.91158 
100 0.0 5 100 1e-08 5 0.99916 11.99707 0.96729 8.59973 0.93799 6.44094 0.88586 2.80656 0.89532 2.69108 0.89914 2.16765 
100 0.0 5 100 1e-08 5 0.99916 11.99561 0.92654 9.78928 0.94951 9.05519 0.86788 4.36130 0.73257 1.52961 0.79366 2.42941 
100 0.0 5 100 1e-08 5 0.99916 11.99493 0.95109 11.20147 0.74950 4.76248 0.86478 5.84006 0.88863 2.61131 0.88803 2.08080 
100 0.0 5 100 1e-08 5 0.99916 11.98352 0.83816 9.35725 0.96124 10.26447 0.90619 6.60751 0.84135 3.67730 0.88060 2.29901 
100 0.0 5 100 1e-08 5 0.99397 11.71860 0.98472 11.85430 0.94529 8.48164 0.91911 5.22504 0.87823 2.91087 0.87366 2.28015 
100 0.0 5 100 1e-08 5 0.99916 11.99951 0.98530 11.89343 0.75781 6.57502 0.72855 2.77470 0.76318 4.19362 0.84166 2.57156 
100 0.0 5 100 1e-08 5 0.99916 11.99902 0.94257 11.27829 0.86742 8.41647 0.88328 5.86847 0.81522 1.90822 0.82263 2.41902 
100 0.0 5 100 1e-08 5 0.99916 11.98614 0.99330 11.76426 0.95434 9.59868 0.86067 5.00424 0.88287 2.89733 0.87725 2.40767 
100 0.0 5 100 1e-08 5 0.99720 11.99200 0.97510 11.57960 0.64266 7.53155 0.63080 5.10737 0.73541 4.43958 0.73093 2.96629 
100 0.0 5 100 1e-08 5 0.99867 11.99737 0.81279 7.61991 0.84187 5.57113 0.83415 3.39642 0.74860 1.35208 0.80419 2.12300 
100 0.0 5 100 1e-08 5 0.99354 11.94155 0.97342 11.34634 0.82008 5.68509 0.82347 1.93778 0.72372 1.44986 0.86047 2.52829 
100 0.0 5 100 1e-08 5 0.99818 11.94860 0.97295 10.28143 0.91748 8.35668 0.90886 6.31328 0.77550 2.73334 0.88060 2.14725 
100 0.0 5 100 1e-08 5 0.99916 11.98077 0.98375 11.58293 0.92995 7.13005 0.88215 2.82280 0.87077 1.70622 0.86700 1.42736 
100 0.0 5 100 1e-08 5 0.99916 11.99737 0.93575 10.91640 0.97878 7.47812 0.94820 4.76901 0.86601 2.75563 0.94892 1.85247 
100 0.0 5 100 1e-08 5 0.99916 11.99444 0.99916 11.90998 0.99204 9.96106 0.94077 4.73162 0.84974 1.77466 0.85586 1.85961 
100 0.0 5 100 1e-08 5 0.99867 11.99170 0.88441 11.34057 0.94132 10.35875 0.82488 8.02690 0.82518 4.71237 0.81859 2.54870 
100 0.0 5 100 1e-08 5 0.99604 11.96142 0.95153 10.96005 0.84421 5.69365 0.67156 1.84362 0.65313 2.07684 0.82438 2.34082 
100 0.0 5 100 1e-08 5 0.99867 11.97094 0.90064 10.49123 0.95498 9.58203 0.63641 5.04406 0.69445 5.29733 0.88598 2.67457 
100 0.0 5 100 1e-08 5 0.99916 11.98822 0.99636 11.49083 0.96913 8.64304 0.88141 4.47200 0.83186 2.53599 0.90298 2.19798 
100 0.0 5 100 1e-08 5 0.99916 11.99347 0.99916 11.97418 0.91527 7.44189 0.90560 4.56817 0.81616 2.36534 0.82598 2.51141 
